year,colony,exchange,region,country,country.description,product,product.description,type.record,unit,unit.metric,conversion.to.metric,value.local.currency,quantity,value.British.pounds,quantity.metric,unit.value.local.currency,unit.value.British.pounds,notes,sources
1903,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"145,896","2,589,591","145,896",10847577,0.013,0.013,Palm Oil,SABC [1896-1910] 136-137
1904,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"128,752","2,236,730","128,752",9369472,0.014,0.014,Palm Oil,SABC [1896-1910] 136-137
1905,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"88,359","1,598,272","88,359",6695026,0.013,0.013,Palm Oil,SABC [1896-1910] 136-137
1906,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"125,008","2,143,118","125,008",8977339,0.014,0.014,Palm Oil,SABC [1896-1910] 136-137
1907,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"119,468","1,867,945","119,468",7824663,0.015,0.015,Palm Oil,SABC [1896-1910] 136-137
1908,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"129,535","2,255,371","129,535",9447558,0.014,0.014,Palm Oil,SABC [1896-1910] 136-137
1909,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"120,978","2,007,296","120,978",8408392,0.014,0.014,"Oil, palm",SABC [1909-1923] 177-178
1910,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"161,388","2,044,868","161,388",8565778,0.019,0.019,"Oil, palm",SABC [1909-1923] 177-178
1911,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"128,916","1,610,209","128,916",6745029,0.019,0.019,"Oil, palm",SABC [1909-1923] 177-178
1912,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"112,885","1,444,432","112,885",6050603,0.019,0.019,"Oil, palm",SABC [1909-1923] 177-178
1913,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"65,652","860,155","65,652",3603116,0.018,0.018,"Oil, palm",SABC [1909-1923] 177-178
1914,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"37,646","495,763","37,646",2076709,0.018,0.018,"Oil, palm",SABC [1909-1923] 177-178
1915,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"25,769","330,990","25,769",1386489,0.019,0.019,"Oil, palm",SABC [1909-1923] 177-178
1916,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"38,299","450,360","38,299",1886520,0.02,0.02,"Oil, palm",SABC [1909-1923] 177-178
1917,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"24,770","198,900","24,770",833175,0.03,0.03,"Oil, palm",SABC [1909-1923] 177-178
1918,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"83,689","670,867","83,689",2810205,0.03,0.03,"Oil, palm",SABC [1909-1923] 177-178
1919,GB,1,WA,GCO,Gold Coast,_1511,Palm oil,_EX,GLNS,KG,4.19,"140,163","938,595","140,163",3931695,0.036,0.036,"Oil, palm",SABC [1909-1923] 177-178
